Date,Source Type,Source ID,Source Detail,Reading
43847,MW,8,15,6.94
43847,MW,9,5,11.77
43847,MW,9,10,11.78
43847,MW,9,15,11.73
43847,MW,10,5,10.82
43847,MW,10,10,10.85
43847,MW,10,15,10.82
43847,MW,11,5,11.47
43847,MW,11,10,11.46
43847,MW,11,15,11.44
43847,MW,12,5,11
43847,MW,12,10,11.14
43847,MW,12,15,10.72
43847,MW,13,5,#N/A
43847,MW,13,15,#N/A
43847,MW,13,25,#N/A
43847,MW,14,5,8.1
43847,MW,14,15,6.06
43847,MW,14,25,6.37
43847,MW,15,5,12.16
43847,MW,15,15,8.9
43847,MW,15,25,11.22
43847,NE,PT,5,6.75
43847,NE,PT,10,6.48
43847,NE,PT,15,6.37
43847,NE,PT,20,6.27
43847,NE,PT,25,6.21
43847,NE,PT,30,5.96
43847,S,PT,5,7.05
43847,S,PT,10,6.98
43847,S,PT,15,6.95
43847,S,PT,20,6.93
43847,S,PT,25,6.91
43847,S,PT,30,6.87
43847,SW,BRIDGE,1,7.82
43847,SW,CONFLUENCE,1,7.8
43847,CAL,STT,4,3.98
43847,CAL,STT,7,7.03
43847,CAL,STT,10,10.09
43847,CAL,STP,4,4.01
43847,CAL,STP,7,7.04
43847,CAL,STP,10,10
43864,MW,1,5,4.8
43864,MW,1,10,4.67
43864,MW,1,15,4.76
43864,MW,2,5,6.97
43864,MW,2,10,6.75
43864,MW,2,15,6.65
43864,MW,3,5,10.47
43864,MW,3,10,10.45
43864,MW,3,15,10.4
43864,MW,4,5,#N/A
43864,MW,4,10,#N/A
43864,MW,4,15,#N/A
43864,MW,5,5,12.58
43864,MW,5,10,12.58
43864,MW,5,15,12.55
43864,MW,6,5,12.04
43864,MW,6,10,11.85
43864,MW,6,15,11.75
43864,MW,7,5,11.4
43864,MW,7,10,11.5
43864,MW,7,15,11.7
43864,MW,8,5,6.9
43864,MW,8,10,6.9
43864,MW,8,15,6.81
43864,MW,9,5,11.81
43864,MW,9,10,11.87
43864,MW,9,15,11.85
43864,MW,10,5,9.95
43864,MW,10,10,10
43864,MW,10,15,9.98
43864,MW,11,5,8.32
43864,MW,11,10,11.61
43864,MW,11,15,11.63
43864,MW,12,5,11.7
43864,MW,12,10,11.7
43864,MW,12,15,11.61
43864,MW,13,5,#N/A
43864,MW,13,15,#N/A
43864,MW,13,25,#N/A
43864,MW,14,5,8.36
43864,MW,14,15,6.26
43864,MW,14,25,6.43
43864,MW,15,5,12.15
43864,MW,15,15,9.02
43864,MW,15,25,11.29
43864,NE,PT,5,6.7
43864,NE,PT,10,6.55
43864,NE,PT,15,6.42
43864,NE,PT,20,6.3
43864,NE,PT,25,6.21
43864,NE,PT,30,6.11
43864,S,PT,5,7.11
43864,S,PT,10,7.04
43864,S,PT,15,6.96
43864,S,PT,20,6.9
43864,S,PT,25,6.85
43864,S,PT,30,6.83
43864,SW,BRIDGE,1,7.23
43864,SW,CONFLUENCE,1,7.16
43864,CAL,STT,4,3.98
43864,CAL,STT,7,6.99
43864,CAL,STT,10,10.05
43864,CAL,STP,4,4.07
43864,CAL,STP,7,7.11
43864,CAL,STP,10,10.07
